continent	North America	48.367222	-99.996111
continent	South America	-8.7832	-55.4915
continent	Africa	-8.7832	34.5085
continent	Europe	54.9065	25.3189
continent	Asia	34.0479	100.6197
continent	Caribbean	21.4691	-78.6569

country	United_Kingdom	55.378051	-3.435973
country	France	46.227638	2.213749
country	South_Africa	-30.559482	22.937506
country	Burkina_Faso	12.238333	-1.561593
country	Italy	41.87194	12.56738
country	Canada	56.130366	-106.346771
country	Sweden	60.128161	18.643501
country	Netherlands	52.132633	5.291266
country	Colombia	4.570868	-74.297333
country	Ireland	53.41291	-8.24389
country	Togo	8.619543	0.824782
country	Denmark	56.26392	9.501785
country	Czech_Republic	49.817492	15.472962
country	Germany	51.165691	10.451526
country	Niger	17.607789	8.081666
country	Mali	17.570692	-3.996166
country	USA	37.09024	-95.712891
country	Benin	9.30769	2.315834
country	Switzerland	46.818188	8.227512
country	Central_African_Republic	6.611111	20.939444
country	Finland	61.92411	25.748151
country	Iceland	64.963051	-19.020835
country	Chad	15.454166	18.732207
country	China	35.86166	104.195397
country	Cameroon	7.369722	12.354722
country	Spain	40.463667	-3.74922
country	Greece	39.074208	21.824312
country	Russia	61.52401	105.318756
country	Guinea	9.945587	-9.696645
country	Madagascar	-18.766947	46.869107
country	Turkey	38.963745	35.243322
country	Malta	35.937496	14.375416
country	Slovenia	46.151241	14.995463
country	Saudi_Arabia	23.885942	45.079162
country	Chile	-35.675147	-71.542969
country	Ivory Coast	7.539989	-5.54708
country	Algeria	28.033886	1.659626
country	Senegal	14.497401	-14.452362
country	Brazil	-14.235004	-51.92528
country	Dominican_Republic	18.735693	-70.162651
country	Portugal	39.399872	-8.224454
country	Ghana	7.946527	-1.023194
country	Israel	31.046051	34.851612
country	Morocco	31.791702	-7.09262
country	Japan	36.204824	138.252924
country	Mauritius	-20.348404	57.552152
country	Venezuela	6.42375	-66.58973
country	Croatia	45.1	15.2
country	Poland	51.919438	19.145136
country	Djibouti	11.825138	42.590275
country	Argentina	-38.416097	-63.616672
country	Taiwan	23.69781	120.960515
country	Tanzania	-6.369028	34.888822